date,P,T,E,Q,Qmm
14/06/1998,0,13.2,3.2,7100,1.704
15/06/1998,0.1,17.4,3.9,6400,1.536
16/06/1998,7.3,17.6,3.9,6050,1.452
17/06/1998,3.7,16.7,3.8,6550,1.572
18/06/1998,0,16.4,3.7,5350,1.284
19/06/1998,0,19,4.2,4710,1.1304
20/06/1998,0.1,20.9,4.5,4080,0.9792
21/06/1998,0,21.4,4.6,3490,0.8376
22/06/1998,0.1,20.8,4.5,2930,0.7032
23/06/1998,0,18.7,4.1,2400,0.576
24/06/1998,0,15.5,3.6,2150,0.516
25/06/1998,0,19.8,4.3,2020,0.4848
26/06/1998,0,23,4.9,1890,0.4536
27/06/1998,0,24.7,5.2,1890,0.4536
28/06/1998,0,25.3,5.3,1640,0.3936
29/06/1998,0,24.7,5.2,1640,0.3936
30/06/1998,0.6,18.9,4.1,1890,0.4536
01/07/1998,0,18.6,4.1,2020,0.4848
02/07/1998,0.5,22,4.7,1890,0.4536
03/07/1998,9,19.1,4.2,1890,0.4536
04/07/1998,0,20,4.3,2020,0.4848
05/07/1998,2.8,22.4,4.7,1640,0.3936
06/07/1998,9,17.4,3.8,1640,0.3936
07/07/1998,0,14.4,3.3,1760,0.4224
08/07/1998,0,13.5,3.2,1890,0.4536
09/07/1998,0,15.1,3.4,1270,0.3048
10/07/1998,0,15.6,3.5,1270,0.3048
11/07/1998,0,17.5,3.8,1390,0.3336
12/07/1998,0.4,17,3.8,1270,0.3048
13/07/1998,0,16.5,3.6,1150,0.276
14/07/1998,0,15.1,3.4,810,0.1944
15/07/1998,0,15.5,3.5,495,0.1188
16/07/1998,0,18.4,4,302,0.07248
17/07/1998,17,21.3,4.4,495,0.1188
18/07/1998,0,16.6,3.6,1640,0.3936
19/07/1998,0,13.7,3.1,1270,0.3048
20/07/1998,0,14.8,3.3,1040,0.2496
21/07/1998,0,17.6,3.8,925,0.222
22/07/1998,0,22.3,4.5,705,0.1692
23/07/1998,4.3,21,4.3,705,0.1692
24/07/1998,0,15,3.3,705,0.1692
25/07/1998,0,16.6,3.5,600,0.144
26/07/1998,0,18.9,3.9,600,0.144
27/07/1998,0,19.4,4,600,0.144
28/07/1998,0,22.2,4.4,495,0.1188
29/07/1998,0,22.1,4.4,495,0.1188
30/07/1998,5.8,22.3,4.4,495,0.1188
31/07/1998,0,19.9,4,495,0.1188
01/08/1998,0,20.2,4,495,0.1188
02/08/1998,0,23.3,4.5,495,0.1188
03/08/1998,0.5,25.5,4.8,495,0.1188
04/08/1998,11.7,15.5,3.2,495,0.1188
05/08/1998,0,14.6,3.1,495,0.1188
06/08/1998,0,18.7,3.7,396,0.09504
07/08/1998,0,17.5,3.5,495,0.1188
08/08/1998,0,17.6,3.5,495,0.1188
09/08/1998,4,18.7,3.6,495,0.1188
10/08/1998,5.4,17.8,3.5,495,0.1188
11/08/1998,39.2,16.7,3.3,495,0.1188
12/08/1998,0.2,15.1,3,2930,0.7032
13/08/1998,0,15.8,3.1,1640,0.3936
14/08/1998,0,19.3,3.6,1150,0.276
15/08/1998,1.5,20,3.7,925,0.222
16/08/1998,0,21.4,3.9,810,0.1944
17/08/1998,0.2,23.6,4.2,810,0.1944
18/08/1998,13.7,18.1,3.4,810,0.1944
19/08/1998,2.5,16.3,3.1,705,0.1692
20/08/1998,0,13.8,2.7,1640,0.3936
21/08/1998,0,17.3,3.2,1040,0.2496
22/08/1998,5.6,20.3,3.6,925,0.222
23/08/1998,1.6,15.3,2.9,925,0.222
24/08/1998,0.9,14,2.7,1040,0.2496
25/08/1998,0,15.1,2.8,1150,0.276
26/08/1998,0.9,18.3,3.2,705,0.1692
27/08/1998,0.2,11.9,2.3,705,0.1692
28/08/1998,2.4,9.9,2,705,0.1692
29/08/1998,1.7,9.2,1.9,925,0.222
30/08/1998,0,10.1,2,925,0.222
31/08/1998,0,10.7,2.1,705,0.1692
01/09/1998,0,10.8,2,495,0.1188
02/09/1998,0,13.4,2.4,495,0.1188
03/09/1998,0,15.2,2.6,600,0.144
04/09/1998,0,11,2.1,495,0.1188
05/09/1998,0,13.2,2.3,495,0.1188
06/09/1998,0,17.6,2.8,495,0.1188
07/09/1998,0,15,2.5,495,0.1188
08/09/1998,0,14.7,2.4,495,0.1188
09/09/1998,0,12.8,2.2,495,0.1188
10/09/1998,0,11,1.9,396,0.09504
11/09/1998,0,15.2,2.4,302,0.07248
12/09/1998,11.3,16.4,2.5,302,0.07248
13/09/1998,0.8,19.3,2.9,302,0.07248
14/09/1998,15.7,18.4,2.7,396,0.09504
15/09/1998,19.4,19.9,2.9,1150,0.276
16/09/1998,20.3,18.6,2.7,1510,0.3624
17/09/1998,2.8,16.7,2.4,2660,0.6384
18/09/1998,0.4,11.7,1.9,2400,0.576
19/09/1998,0,12.5,1.9,1640,0.3936
20/09/1998,0,15.2,2.2,1150,0.276
21/09/1998,0,14.1,2.1,1040,0.2496
22/09/1998,0,13.4,2,1040,0.2496
23/09/1998,4.2,14.1,2,925,0.222
24/09/1998,11.7,15,2.1,810,0.1944
25/09/1998,11.9,12.4,1.8,925,0.222
26/09/1998,0,11.3,1.7,1390,0.3336
27/09/1998,0,10.2,1.5,1510,0.3624
28/09/1998,0,9.8,1.5,1150,0.276
29/09/1998,0,9.4,1.4,810,0.1944
30/09/1998,0,10.5,1.5,925,0.222
01/10/1998,0,15.4,2,1270,0.3048
02/10/1998,0,15.2,1.9,1270,0.3048
03/10/1998,0,16.3,2,1040,0.2496
04/10/1998,0,16.3,2,925,0.222
05/10/1998,0,15.9,1.9,925,0.222
06/10/1998,0.1,14,1.7,925,0.222
07/10/1998,0,13.3,1.6,925,0.222
08/10/1998,0,12,1.5,810,0.1944
09/10/1998,0,10.6,1.4,810,0.1944
10/10/1998,0,13.2,1.6,810,0.1944
11/10/1998,0,14.1,1.6,925,0.222
12/10/1998,0.4,13.2,1.5,810,0.1944
13/10/1998,0.7,15.2,1.7,810,0.1944
14/10/1998,3,15.3,1.7,705,0.1692
15/10/1998,9.7,14.5,1.5,925,0.222
16/10/1998,4.9,14.5,1.6,1040,0.2496
17/10/1998,0,14,1.5,1040,0.2496
18/10/1998,1.3,13.4,1.4,1040,0.2496
19/10/1998,5.6,11.5,1.3,1040,0.2496
20/10/1998,5.5,13.1,1.4,1040,0.2496
21/10/1998,0,10.7,1.2,1150,0.276
22/10/1998,16.7,14.9,1.5,1150,0.276
23/10/1998,1.1,7.9,0.9,1760,0.4224
24/10/1998,3.3,6.8,0.8,2150,0.516
25/10/1998,5.1,9,1,1640,0.3936
26/10/1998,1.8,5.9,0.7,1640,0.3936
27/10/1998,0.7,4.9,0.7,1640,0.3936
28/10/1998,2.7,8.3,0.9,1760,0.4224
29/10/1998,4.1,7.4,0.8,1390,0.3336
30/10/1998,0,1.3,0.4,1760,0.4224
31/10/1998,0.3,4.4,0.6,1510,0.3624
01/11/1998,6.9,10.1,1,1390,0.3336
02/11/1998,1,5.3,0.6,1510,0.3624
03/11/1998,0,1.2,0.4,1770,0.4248
04/11/1998,0,0.9,0.4,1700,0.408
05/11/1998,0.5,2.7,0.5,1510,0.3624
06/11/1998,0.1,4.6,0.6,1510,0.3624
07/11/1998,0,5.7,0.6,1640,0.3936
08/11/1998,0.7,6.4,0.7,1760,0.4224
09/11/1998,0,5.5,0.6,1760,0.4224
10/11/1998,0,10.3,0.9,1510,0.3624
11/11/1998,0,11.7,0.9,1510,0.3624
12/11/1998,0,11.2,0.9,1640,0.3936
13/11/1998,9.8,12.2,0.9,1510,0.3624
14/11/1998,0.2,11.8,0.9,1760,0.4224
15/11/1998,0.3,12.7,0.9,1890,0.4536
16/11/1998,0.2,11.1,0.8,1640,0.3936
17/11/1998,0.7,7.8,0.7,1390,0.3336
18/11/1998,0,4.2,0.5,1270,0.3048
19/11/1998,0.3,6.9,0.6,1270,0.3048
20/11/1998,2.1,7.2,0.6,1390,0.3336
21/11/1998,13,6.1,0.6,1390,0.3336
22/11/1998,8.9,9.5,0.7,2930,0.7032
23/11/1998,1.3,3.4,0.4,4390,1.0536
24/11/1998,1.7,4.3,0.5,3650,0.876
25/11/1998,0,7.5,0.6,2150,0.516
26/11/1998,1.2,4.8,0.5,2150,0.516
27/11/1998,0,0.4,0.2,2660,0.6384
28/11/1998,0,-0.2,0.2,2150,0.516
29/11/1998,0,-1.4,0.2,2020,0.4848
30/11/1998,0,0.1,0.2,1760,0.4224
01/12/1998,0,1.2,0.3,1760,0.4224
02/12/1998,0,1.3,0.3,1510,0.3624
03/12/1998,0,2.5,0.3,1760,0.4224
04/12/1998,0,3.6,0.4,1640,0.3936
05/12/1998,0,4.7,0.4,1890,0.4536
06/12/1998,4,6.2,0.5,1890,0.4536
07/12/1998,0,8.2,0.6,1890,0.4536
08/12/1998,14.6,9.8,0.6,1890,0.4536
09/12/1998,3.6,4.1,0.4,4390,1.0536
10/12/1998,0,-0.2,0.2,11000,2.64
11/12/1998,0,-0.7,0.2,2930,0.7032
12/12/1998,0,-1.3,0.1,3780,0.9072
13/12/1998,2.7,3.1,0.3,2930,0.7032
14/12/1998,1.8,2,0.3,3490,0.8376
15/12/1998,3,3.1,0.3,2660,0.6384
16/12/1998,4.4,4.7,0.4,2660,0.6384
17/12/1998,7,3.7,0.4,2930,0.7032
18/12/1998,7.8,9.4,0.6,3490,0.8376
19/12/1998,1,4.5,0.4,4080,0.9792
20/12/1998,2.9,2.4,0.3,4710,1.1304
21/12/1998,3.8,0.6,0.2,4710,1.1304
22/12/1998,3.9,-1.7,0.2,5750,1.38
23/12/1998,5.1,-2.6,0.1,6400,1.536
24/12/1998,0.4,-3.3,0.1,4390,1.0536
25/12/1998,25.5,-2.3,0.1,4390,1.0536
26/12/1998,12.9,3.7,0.4,17400,4.176
27/12/1998,3.9,1.7,0.3,28100,6.744
28/12/1998,2.6,3.1,0.4,24200,5.808
29/12/1998,0.4,5.9,0.5,22600,5.424
30/12/1998,0.3,5.8,0.4,20500,4.92
31/12/1998,3.2,7.4,0.5,19900,4.776
01/01/1999,3.6,10.1,0.6,16700,4.008
02/01/1999,7.9,4.8,0.4,17800,4.272
03/01/1999,1.6,-0.8,0.2,20700,4.968
04/01/1999,1,-3.3,0.1,18300,4.392
05/01/1999,4.6,2.9,0.3,15900,3.816
06/01/1999,2.5,2.5,0.3,17800,4.272
07/01/1999,1.7,-2.5,0.1,15000,3.6
08/01/1999,0,-7.1,0,12400,2.976
09/01/1999,0.6,-3.2,0.1,11600,2.784
10/01/1999,2.2,-1,0.2,12000,2.88
11/01/1999,1.5,-10,0,10400,2.496
12/01/1999,0.6,-15.5,0,9600,2.304
13/01/1999,5,-10.5,0,10400,2.496
14/01/1999,8.8,-10.2,0,8200,1.968
15/01/1999,2.5,-10.8,0,7800,1.872
16/01/1999,0.4,-12.7,0,7800,1.872
17/01/1999,0.2,-11.6,0,7800,1.872
18/01/1999,0,-9.1,0,7800,1.872
19/01/1999,0.1,-6.9,0,7800,1.872
20/01/1999,0,-6.7,0,7800,1.872
21/01/1999,0,-6.7,0,7800,1.872
22/01/1999,0,-6.5,0,6000,1.44
23/01/1999,0,-6,0,4600,1.104
24/01/1999,0,-4.7,0,4600,1.104
25/01/1999,0,-2.9,0.1,4400,1.056
26/01/1999,0.2,-3.9,0.1,4400,1.056
27/01/1999,5.2,-2.1,0.2,4800,1.152
28/01/1999,4.9,0.6,0.3,11000,2.64
29/01/1999,0,-2.5,0.1,10400,2.496
30/01/1999,0,-5.8,0,7000,1.68
31/01/1999,0,-3.1,0.1,6800,1.632
01/02/1999,0,-0.8,0.2,6450,1.548
02/02/1999,1.2,1.4,0.4,6450,1.548
03/02/1999,1.9,2.9,0.5,7450,1.788
04/02/1999,0,2.4,0.4,8150,1.956
05/02/1999,0.2,0.4,0.3,9250,2.22
06/02/1999,3.7,1.2,0.4,9250,2.22
07/02/1999,5.3,5.2,0.6,12000,2.88
08/02/1999,0.1,6.6,0.7,15000,3.6
09/02/1999,6.6,6.9,0.8,12900,3.096
10/02/1999,2.9,6,0.7,17300,4.152
11/02/1999,2.1,4.6,0.6,17300,4.152
12/02/1999,5.3,2.3,0.5,17300,4.152
13/02/1999,2.3,2.3,0.5,19200,4.608
14/02/1999,3.9,5.2,0.7,16400,3.936
15/02/1999,3.3,0.8,0.4,16900,4.056
16/02/1999,3.9,-1.8,0.2,15500,3.72
17/02/1999,2.7,-3,0.1,14600,3.504
18/02/1999,2.1,-4.3,0.1,12900,3.096
19/02/1999,4.1,-4.9,0,12400,2.976
20/02/1999,2.8,-4.2,0.1,11600,2.784
21/02/1999,2.3,-3.1,0.2,11600,2.784
22/02/1999,0.1,-3.2,0.2,9650,2.316
23/02/1999,0,-1.4,0.3,7650,1.836
24/02/1999,0,-0.7,0.3,10000,2.4
25/02/1999,3.8,4.4,0.8,9650,2.316
26/02/1999,1.2,7.2,1,12900,3.096
27/02/1999,2,8.9,1.1,16900,4.056
28/02/1999,0.9,9.1,1.2,16900,4.056
01/03/1999,0.7,8.1,1.1,16900,4.056
02/03/1999,0.1,9,1.2,16900,4.056
03/03/1999,1.6,-1.1,0.3,13700,3.288
04/03/1999,2.1,-0.5,0.4,13300,3.192
05/03/1999,0,0.2,0.5,14100,3.384
06/03/1999,0,-1.1,0.4,11200,2.688
07/03/1999,1.1,1.7,0.6,8500,2.04
08/03/1999,0.2,3.9,0.8,9650,2.316
09/03/1999,0.1,4,0.8,8500,2.04
10/03/1999,0,1.5,0.6,7800,1.872
11/03/1999,0,0.7,0.5,6800,1.632
12/03/1999,0,0.4,0.5,6450,1.548
13/03/1999,0.4,1.1,0.6,6800,1.632
14/03/1999,0.1,-1.4,0.3,6450,1.548
15/03/1999,0.1,-1.5,0.4,5800,1.392
16/03/1999,1.5,1.2,0.6,5800,1.392
17/03/1999,0.1,1.5,0.7,5200,1.248
18/03/1999,3.5,3.9,0.9,5350,1.284
19/03/1999,2.1,1.6,0.7,5200,1.248
20/03/1999,0.6,0,0.5,4880,1.1712
21/03/1999,1.3,2.8,0.8,4310,1.0344
22/03/1999,0.2,3.2,0.9,4310,1.0344
23/03/1999,0,6.1,1.2,4310,1.0344
24/03/1999,0.8,9.9,1.7,4030,0.9672
25/03/1999,13.6,9.7,1.7,3490,0.8376
26/03/1999,0.1,5.9,1.2,7000,1.68
27/03/1999,12.7,8.5,1.5,5800,1.392
28/03/1999,2.3,5.8,1.2,8750,2.1
29/03/1999,4.4,1.5,0.8,9650,2.316
30/03/1999,1.9,1,0.7,10500,2.52
31/03/1999,0.1,2.4,0.9,8150,1.956
01/04/1999,1.7,2.1,0.9,10200,2.448
02/04/1999,3.4,5.4,1.3,9300,2.232
03/04/1999,13.2,8.5,1.6,10200,2.448
04/04/1999,0.9,3.9,1.1,10700,2.568
05/04/1999,2.3,6.2,1.4,11200,2.688
06/04/1999,0,10.3,1.9,9650,2.316
07/04/1999,8.2,11.9,2.1,8900,2.136
08/04/1999,9,9.7,1.9,10800,2.592
09/04/1999,3.1,8.1,1.7,13300,3.192
10/04/1999,0.1,6.1,1.5,13300,3.192
11/04/1999,2.6,6.3,1.5,10600,2.544
12/04/1999,0.1,5.1,1.3,11800,2.832
13/04/1999,0,4,1.2,11600,2.784
14/04/1999,0,5.6,1.4,9100,2.184
15/04/1999,0,6.6,1.6,8550,2.052
16/04/1999,0,8.9,1.9,8500,2.04
17/04/1999,0,11.7,2.3,8000,1.92
18/04/1999,0.1,13.2,2.5,6800,1.632
19/04/1999,4.1,13,2.5,6450,1.548
20/04/1999,4.3,10.1,2.1,6800,1.632
21/04/1999,0,7.1,1.7,6800,1.632
22/04/1999,0,7.8,1.8,5050,1.212
23/04/1999,0,13.1,2.6,4310,1.0344
24/04/1999,0.1,13.7,2.7,4030,0.9672
25/04/1999,0,11.8,2.5,4030,0.9672
26/04/1999,8.1,12.2,2.5,4310,1.0344
27/04/1999,0,13,2.7,4880,1.1712
28/04/1999,0,14.5,2.9,3750,0.9
29/04/1999,0,15.7,3.1,3230,0.7752
30/04/1999,0,13.7,2.8,2980,0.7152
01/05/1999,0,14.2,2.9,2980,0.7152
02/05/1999,7.7,14.4,3,3230,0.7752
03/05/1999,7.1,6.5,1.8,3230,0.7752
04/05/1999,48.3,1.8,1.1,6300,1.512
05/05/1999,25.2,4,1.4,16300,3.912
06/05/1999,0.4,6.7,1.8,37700,9.048
07/05/1999,0,7.3,1.9,30600,7.344
08/05/1999,0,8.9,2.2,26100,6.264
09/05/1999,0,14,3,23700,5.688
10/05/1999,4.4,14.1,3,20900,5.016
11/05/1999,0,11.7,2.7,18800,4.512
12/05/1999,14.2,8.8,2.2,16300,3.912
13/05/1999,5.8,5.8,1.7,18300,4.392
14/05/1999,0.9,7.5,2,15800,3.792
15/05/1999,10.3,8,2.1,14900,3.576
16/05/1999,0,6.9,1.9,15800,3.792
17/05/1999,0.4,8.7,2.3,11600,2.784
18/05/1999,3.7,9.5,2.4,12200,2.928
19/05/1999,1.7,8.6,2.3,11000,2.64
20/05/1999,0.2,9.1,2.3,9500,2.28
21/05/1999,2.9,6.3,1.9,7450,1.788
22/05/1999,0.4,5.8,1.8,7450,1.788
23/05/1999,0,8,2.2,7800,1.872
24/05/1999,0.1,13.6,3.1,6550,1.572
25/05/1999,0.1,14.9,3.3,5400,1.296
26/05/1999,6.8,14.3,3.2,4600,1.104
27/05/1999,9.6,12.1,2.9,5250,1.26
28/05/1999,1.7,12.5,3,5650,1.356
29/05/1999,0,11.2,2.7,5650,1.356
30/05/1999,0,12.2,2.9,4250,1.02
31/05/1999,0.1,13.2,3.1,3880,0.9312
01/06/1999,0,12.7,3,3440,0.8256
02/06/1999,3.1,14.9,3.4,3220,0.7728
03/06/1999,13.2,14,3.2,3440,0.8256
04/06/1999,11.4,11.6,2.8,5550,1.332
05/06/1999,0,12.5,3,6250,1.5
06/06/1999,6.8,16.2,3.7,4600,1.104
07/06/1999,15.8,14.7,3.4,6300,1.512
08/06/1999,2.7,10.9,2.8,7150,1.716
09/06/1999,0.9,9.5,2.5,5950,1.428
10/06/1999,7.9,12.2,3,6250,1.5
11/06/1999,3.6,15.2,3.5,5400,1.296
12/06/1999,0.4,15.7,3.6,5550,1.332
13/06/1999,6,16,3.7,5400,1.296
14/06/1999,33,11.1,2.8,6000,1.44
15/06/1999,9.1,10.1,2.6,21500,5.16
16/06/1999,8.4,9.3,2.5,20700,4.968
17/06/1999,7.9,10.3,2.7,20700,4.968
18/06/1999,10.2,12.6,3.1,22800,5.472
19/06/1999,6,12.6,3.1,23300,5.592
20/06/1999,3.4,10.4,2.7,24400,5.856
21/06/1999,0.7,12.4,3,22800,5.472
22/06/1999,0.8,14.2,3.3,18800,4.512
23/06/1999,0.7,15.2,3.5,16400,3.936
24/06/1999,0,15.1,3.5,14600,3.504
25/06/1999,2.4,16.9,3.8,12900,3.096
26/06/1999,13.2,15.5,3.6,16700,4.008
27/06/1999,0,16.2,3.7,14100,3.384
28/06/1999,0,19.3,4.2,11800,2.832
29/06/1999,0,22.8,4.8,9450,2.268
30/06/1999,0,21.9,4.6,8150,1.956
01/07/1999,0.9,20.6,4.4,6950,1.668
02/07/1999,0,20.3,4.4,6450,1.548
03/07/1999,0,20.5,4.4,5500,1.32
04/07/1999,0,20.9,4.5,4880,1.1712
05/07/1999,0,21.1,4.5,4170,1.0008
06/07/1999,9.6,20.6,4.4,3490,0.8376
07/07/1999,9.5,19.2,4.2,5450,1.308
08/07/1999,0,18.9,4.1,10100,2.424
09/07/1999,0,16.5,3.7,5850,1.404
10/07/1999,0,16.3,3.7,4880,1.1712
11/07/1999,0,20.6,4.4,4170,1.0008
12/07/1999,0,21.6,4.5,3490,0.8376
13/07/1999,0.2,21.2,4.4,3750,0.9
14/07/1999,12.2,21.2,4.4,3230,0.7752
15/07/1999,1.9,19.5,4.1,4880,1.1712
16/07/1999,25,18.1,3.9,3370,0.8088
17/07/1999,5.5,16.3,3.6,7800,1.872
18/07/1999,4.5,14.2,3.2,4590,1.1016
19/07/1999,1.7,15.1,3.4,4170,1.0008
20/07/1999,4.2,14.9,3.3,3230,0.7752
21/07/1999,4.2,13.7,3.1,3750,0.9
22/07/1999,1.3,13.6,3.1,4310,1.0344
23/07/1999,3,15.1,3.3,2730,0.6552
24/07/1999,1,17.2,3.6,2980,0.7152
25/07/1999,1.3,17.1,3.6,2980,0.7152
26/07/1999,0,13.3,3,2620,0.6288
27/07/1999,6.2,13.6,3,2500,0.6
28/07/1999,3.5,16.5,3.5,3230,0.7752
29/07/1999,2.6,18.2,3.7,4310,1.0344
30/07/1999,1,15.7,3.3,3490,0.8376
31/07/1999,0,14.9,3.2,2500,0.6
01/08/1999,1,16.2,3.4,2980,0.7152
02/08/1999,0,17.1,3.5,2980,0.7152
03/08/1999,0,18,3.6,3230,0.7752
04/08/1999,0,16.3,3.3,2500,0.6
05/08/1999,0,12,2.7,1840,0.4416
06/08/1999,0,12,2.6,1840,0.4416
07/08/1999,0,14.3,3,1840,0.4416
08/08/1999,0.1,16.3,3.3,1640,0.3936
09/08/1999,0,15.9,3.2,1640,0.3936
10/08/1999,0,15.6,3.1,1640,0.3936
11/08/1999,0,17.7,3.4,1300,0.312
12/08/1999,0,19.3,3.7,1200,0.288
13/08/1999,0,21.3,3.9,1000,0.24
14/08/1999,0,24.1,4.3,1000,0.24
15/08/1999,0,21.2,3.9,950,0.228
16/08/1999,0,21.3,3.9,850,0.204
17/08/1999,1.8,20.5,3.7,850,0.204
18/08/1999,0,19,3.5,850,0.204
19/08/1999,0,19.9,3.6,850,0.204
20/08/1999,0,20.9,3.7,750,0.18
21/08/1999,0,23.7,4.1,650,0.156
22/08/1999,10,22.9,4,650,0.156
23/08/1999,31.5,16.4,3,750,0.18
24/08/1999,3.1,14.9,2.8,4920,1.1808
25/08/1999,0.1,14.1,2.6,3230,0.7752
26/08/1999,1.1,15.3,2.8,1640,0.3936
27/08/1999,0.9,15.3,2.8,1200,0.288
28/08/1999,0,13.1,2.5,1100,0.264
29/08/1999,0,14.7,2.6,1100,0.264
30/08/1999,0,17.7,3,950,0.228
31/08/1999,8.2,20.4,3.4,850,0.204
01/09/1999,12.4,19.4,3.2,2500,0.6
02/09/1999,0.2,18.4,3,5500,1.32
03/09/1999,0.8,18,2.9,2730,0.6552
04/09/1999,1.1,16.8,2.8,2050,0.492
05/09/1999,2.5,16.4,2.7,1840,0.4416
06/09/1999,0,14.1,2.4,1800,0.432
07/09/1999,0.1,17.6,2.8,1400,0.336
08/09/1999,1.1,15.9,2.6,1200,0.288
09/09/1999,0,15.9,2.6,1200,0.288
10/09/1999,0,14.9,2.4,1000,0.24
11/09/1999,0,16.7,2.6,900,0.216
12/09/1999,0,21.1,3.1,900,0.216
13/09/1999,0,22,3.2,800,0.192
14/09/1999,0,22.1,3.2,800,0.192
15/09/1999,0,19.6,2.8,800,0.192
16/09/1999,0,22.5,3.1,800,0.192
17/09/1999,0,22.1,3,850,0.204
18/09/1999,0,21.5,3,745,0.1788
19/09/1999,0,20,2.8,745,0.1788
20/09/1999,0,20.8,2.8,650,0.156
21/09/1999,0,20.9,2.8,565,0.1356
22/09/1999,7.6,19.6,2.6,565,0.1356
23/09/1999,8.4,16.3,2.3,650,0.156
24/09/1999,1,13.8,2,960,0.2304
25/09/1999,23,13.1,1.9,960,0.2304
26/09/1999,29.4,13.9,1.9,7050,1.692
27/09/1999,0,9.8,1.5,8950,2.148
28/09/1999,0,8,1.3,4030,0.9672
29/09/1999,0,7.5,1.2,3230,0.7752
30/09/1999,0,8.6,1.3,2730,0.6552
01/10/1999,0.1,12.8,1.7,2270,0.5448
02/10/1999,0.2,12.2,1.7,2500,0.6
03/10/1999,0,13.4,1.7,2270,0.5448
04/10/1999,4.7,15.7,1.9,1840,0.4416
05/10/1999,9.4,15.3,1.9,1840,0.4416
06/10/1999,4.4,13.9,1.7,2500,0.6
07/10/1999,4.5,13,1.6,2980,0.7152
08/10/1999,1.6,11,1.4,2730,0.6552
09/10/1999,0,11.5,1.4,2730,0.6552
10/10/1999,9,12.8,1.5,2500,0.6
11/10/1999,0.6,6.7,1,2500,0.6
12/10/1999,2,7.7,1.1,2050,0.492
13/10/1999,10.8,10.7,1.3,1840,0.4416
14/10/1999,2,12.1,1.4,3290,0.7896
15/10/1999,3.6,16.2,1.7,2730,0.6552
16/10/1999,7.5,11.8,1.3,2270,0.5448
17/10/1999,0.4,8.2,1,2270,0.5448
18/10/1999,0,6.6,0.9,1640,0.3936
19/10/1999,0,10.5,1.2,1840,0.4416
20/10/1999,3.1,14.7,1.5,2050,0.492
21/10/1999,0,10.4,1.2,2050,0.492
22/10/1999,3.8,7.2,0.9,2050,0.492
23/10/1999,1.9,8,0.9,2270,0.5448
24/10/1999,0,5.8,0.8,2270,0.5448
25/10/1999,0.1,9.4,1,2050,0.492
26/10/1999,0,11.6,1.2,1840,0.4416
27/10/1999,0.8,18,1.6,1640,0.3936
28/10/1999,11.6,13,1.2,1640,0.3936
29/10/1999,0.6,10.4,1,2050,0.492
30/10/1999,0,9.9,1,2730,0.6552
31/10/1999,0,9.6,1,2980,0.7152
01/11/1999,0,9.1,0.9,1840,0.4416
02/11/1999,0,8.3,0.8,1640,0.3936
03/11/1999,0,6.1,0.7,1640,0.3936
04/11/1999,0,5.5,0.6,2050,0.492
05/11/1999,0,4.6,0.6,1440,0.3456
06/11/1999,0,4.5,0.6,1440,0.3456
07/11/1999,0,5,0.6,1640,0.3936
08/11/1999,3,6.7,0.7,1440,0.3456
09/11/1999,9.6,8.5,0.8,1640,0.3936
10/11/1999,1.4,7.7,0.7,3750,0.9
11/11/1999,0,6.4,0.7,2050,0.492
12/11/1999,7.6,9.4,0.8,1440,0.3456
13/11/1999,4.2,9.1,0.8,2270,0.5448
14/11/1999,1.2,4.3,0.5,2730,0.6552
15/11/1999,5.9,4.7,0.5,2270,0.5448
16/11/1999,3.2,10.4,0.8,2730,0.6552
17/11/1999,0,5.8,0.6,3230,0.7752
18/11/1999,0,2.9,0.4,2980,0.7152
19/11/1999,7.9,2.7,0.4,2730,0.6552
20/11/1999,2.2,4.5,0.5,4310,1.0344
21/11/1999,2.1,4.2,0.4,3750,0.9
22/11/1999,6.7,3.2,0.4,4590,1.1016
23/11/1999,8.7,3.1,0.4,5500,1.32
24/11/1999,0.5,1.8,0.3,6800,1.632
25/11/1999,0.8,1.6,0.3,5800,1.392
26/11/1999,15.9,0.7,0.3,5800,1.392
27/11/1999,6.8,1.7,0.3,10400,2.496
28/11/1999,3.3,2,0.3,10000,2.4
29/11/1999,0.3,0.2,0.3,8900,2.136
30/11/1999,0.1,0.2,0.3,8900,2.136
01/12/1999,0.9,0,0.2,8150,1.956
02/12/1999,0,-0.2,0.2,6450,1.548
03/12/1999,0,1.2,0.3,6450,1.548
04/12/1999,3.4,7.3,0.5,7100,1.704
05/12/1999,25.3,7.1,0.5,11200,2.688
06/12/1999,0.4,5.3,0.5,18800,4.512
07/12/1999,0,3,0.3,15900,3.816
08/12/1999,0,-0.1,0.2,14600,3.504
09/12/1999,0.3,-2.7,0.1,12900,3.096
10/12/1999,0,-3,0.1,11200,2.688
11/12/1999,0,-1.9,0.1,10400,2.496
12/12/1999,0.6,-1.9,0.1,9250,2.22
13/12/1999,1,-0.8,0.2,8150,1.956
14/12/1999,1.5,4,0.4,7800,1.872
15/12/1999,0.4,6.1,0.4,6800,1.632
16/12/1999,6.1,10.2,0.6,6800,1.632
17/12/1999,5.1,12.1,0.7,7450,1.788
18/12/1999,1.7,12.4,0.7,8900,2.136
19/12/1999,0,8.1,0.5,7800,1.872
20/12/1999,0,3.9,0.4,7100,1.704
21/12/1999,0,1,0.2,6800,1.632
22/12/1999,0.1,-0.6,0.2,6100,1.464
23/12/1999,0.2,-0.3,0.2,6100,1.464
